Singles (2003),"""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,
The Final Season (2007),"""Baseball Players"""," ""Coaches and Players"""," ""Stop the Wrecking Ball"""," ""Underdogs""",,,,,
The Goonies (1985),"""Mischievous Children"""," ""Stop the Wrecking Ball"""," ""Treasure Hunts""",,,,,,
The Three Stooges (2012),"""Nothing Goes Right"""," ""Orphans"""," ""Stop the Wrecking Ball""",,,,,,
Jimmy's Hall (2014),"""Fighting the System"""," ""Members of the Clergy"""," ""Social Injustice"""," ""Stop the Wrecking Ball""",,,,,
Morning Glory (2010),"""Members of the Press"""," ""Stop the Wrecking Ball"""," ""Unlikely Friendships""",,,,,,
Quartet (2012),"""Golden Years"""," ""Stop the Wrecking Ball""",,,,,,,
In Your Eyes (2014),"""Going Straight"""," ""Star-Crossed Lovers""",,,,,,,
City Streets (1931),"""Dishonor Among Thieves"""," ""Going Straight""",,,,,,,
Oscar (1991),"""Fathers and Daughters"""," ""Going Straight""",,,,,,,
The Woodsman (2004),"""Starting Over"""," ""Going Straight"""," ""Haunted By the Past""",,,,,,
All Is Bright (2013),"""Estrangement"""," ""Going Straight"""," ""Men's Friendship"""," ""Schemes and Ruses""",,,,,
A Somewhat Gentle Man (2009),"""Estrangement"""," ""Going Straight""",,,,,,,
Thief (1981),"""One Last Heist"""," ""Going Straight""",,,,,,,
The Boxer (1997),"""Boxers"""," ""Dangerous Friends"""," ""Going Straight"""," ""Redemption""",,,,,
XXX (2002),"""Daring Rescues"""," ""Going Straight"""," ""Heroic Mission"""," ""Switching Sides"""," ""Traitorous Spies/Double Agents""",,,,
Carlito's Way (1993),"""Going Straight"""," ""Drug Trade"""," ""Haunted By the Past""",,,,,,
Jesus' Son (1999),"""Drug Addiction"""," ""Going Straight"""," ""Self-Destructive Romance"""," ""Starting Over"""," ""Redemption""",,,,
The Plot Against Harry (1969),"""Nothing Goes Right"""," ""Going Straight""",,,,,,,
Les Misérables (2012),"""Class Differences"""," ""Going Straight"""," ""Haunted By the Past"""," ""Orphans"""," ""Rags To Riches"""," ""Redemption""",,,
Talk to Me (2007),"""Race Relations"""," ""Going Straight"""," ""Members of the Press""",,,,,,
Sexy Beast (2000),"""One Last Heist"""," ""Going Straight"""," ""Dishonor Among Thieves"""," ""Bank Robbery""",,,,,
Get Shorty (1995),"""Going Straight"""," ""Dangerous Friends"""," ""Filmmaking""",,,,,,
Tokyo Drifter (1966),"""Going Straight"""," ""Yakuza""",,,,,,,
The Killer (1989),"""Redemption"""," ""Going Straight"""," ""Hired Killers""",,,,,,
Cal (1984),"""Age Disparity Romance"""," ""Haunted By the Past"""," ""Terrorism"""," ""Going Straight""",,,,,
The 13th Warrior (1999),"""Heroic Mission"""," ""Vikings"""," ""Fish Out of Water"""," ""Cannibals""",,,,,
Serenity (2005),"""Space Travel"""," ""Future Dystopias"""," ""Misfits and Outsiders"""," ""Cannibals"""," ""Space Wars"""," ""Unlikely Heroes"""," ""Wanderlust""",,
We Are What We Are (2013),"""Cannibals"""," ""Families in Crisis""",,,,,,,
Cannibal (2013),"""Cannibals"""," ""Serial Killers""",,,,,,,
Cannibal Women in the Avocado Jungle of Death (1989),"""Cannibals""",,,,,,,,
Hannibal (2001),"""Cannibals"""," ""Haunted By the Past"""," ""Serial Killers"""," ""Woman In Jeopardy""",,,,,
Wrong Turn (2003),"""Nightmare Vacations"""," ""Cannibals""",,,,,,,
The Texas Chainsaw Massacre (1974),"""Nightmare Vacations"""," ""Cannibals""",,,,,,,
"Lucía, Lucía (2003)","""Cannibals""",,,,,,,,
Two Thousand Maniacs! (1964),"""Cannibals"""," ""Nightmare Vacations"""," ""Small-Town Life"""," ""Haunted By the Past""",,,,,
Night of the Living Dead (1968),"""Zombies"""," ""Experiments Gone Awry"""," ""Cannibals"""," ""Mutants""",,,,,
The Texas Chainsaw Massacre: The Beginning (2006),"""Cannibals"""," ""Serial Killers""",,,,,,,
The Woman (2011),"""Cannibals""",,,,,,,,
Ravenous (1999),"""Cannibals"""," ""Home From the War"""," ""Haunted By the Past""",,,,,,
Abraham Lincoln: Vampire Hunter (2012),"""Vampires"""," ""Heads of State"""," ""Social Injustice""",,,,,,
Near Dark (1987),"""Vampires"""," ""Dangerous Attraction"""," ""Race Against Time""",,,,,,
Nosferatu the Vampyre (1979),"""Vampires"""," ""Woman In Jeopardy""",,,,,,,
Wes Craven Presents Dracula II: Ascension (2003),"""Lone Wolves"""," ""Mad Scientists"""," ""Vampires""",,,,,,
The Hunger (1983),"""Dangerous Attraction"""," ""Social Injustice"""," ""Vampires""",,,,,,
Nadja (1994),"""Haunted By the Past"""," ""Social Injustice"""," ""Vampires""",,,,,,
Bram Stoker's Dracula (1992),"""Vampires"""," ""Supernatural Romance"""," ""Dangerous Attraction"""," ""Sexual Awakening""",,,,,
I Sell the Dead (2008),"""Dangerous Friends"""," ""Vampires"""," ""Zombies""",,,,,,
Ganja and Hess (1973),"""Haunted By the Past"""," ""Dangerous Attraction"""," ""Supernatural Romance"""," ""Vampires"""," ""Class Differences""",,,,
"Dracula, Pages From a Virgin's Diary (2002)","""Dangerous Attraction"""," ""Vampires"""," ""Woman In Jeopardy""",,,,,,
Vamps (2012),"""Vampires""",,,,,,,,
Interview With the Vampire (1994),"""Vampires"""," ""Dangerous Friends"""," ""Faltering Friendships"""," ""Haunted By the Past""",,,,,
Sisters in Law (2005),"""Domestic Abuse"""," ""Questioning Gender Roles""",,,,,,,
Role Reversal (2003),"""Questioning Gender Roles""",,,,,,,,
The Heart of the Game (2005),"""Basketball Players"""," ""Coaches and Players"""," ""Questioning Gender Roles"""," ""Underdogs""",,,,,
The Chelsea Girls (1967),"""Bohemian Life"""," ""Twentysomething Life"""," ""Questioning Gender Roles"""," ""Lone Wolves""",,,,,
Iron Jawed Angels (2004),"""Questioning Gender Roles"""," ""Fighting the System"""," ""Women's Friendship""",,,,,,
Offside (2006),"""Gender-Bending"""," ""Questioning Gender Roles"""," ""Soccer Players""",,,,,,
The Aggressives (2005),"""Questioning Gender Roles""",,,,,,,,
Whale Rider (2002),"""Questioning Gender Roles"""," ""Generation Gap"""," ""Underdogs""",,,,,,
Mona Lisa Smile (2003),"""Teachers and Students"""," ""Questioning Gender Roles"""," ""College Life"""," ""Mentors"""," ""Women's Friendship""",,,,
Bend It Like Beckham (2002),"""Soccer Players"""," ""Underdogs"""," ""Culture Clash"""," ""Generation Gap"""," ""Questioning Gender Roles""",,,,
Girls Rock! (2008),"""Questioning Gender Roles""",,,,,,,,
My Brilliant Career (1979),"""Fighting the System"""," ""Questioning Gender Roles"""," ""Writer's Life""",,,,,,
The Ballad of Little Jo (1993),"""Gender-Bending"""," ""Questioning Gender Roles"""," ""Starting Over"""," ""Tomboys""",,,,,
Unconscious (2004),"""Missing Persons"""," ""Opposites Attract"""," ""Questioning Gender Roles""",,,,,,
Mulan II (2004),"""Questioning Gender Roles""",,,,,,,,
Girlfight (2000),"""Boxers"""," ""Fathers and Daughters"""," ""Questioning Gender Roles"""," ""Tomboys"""," ""Inner City Blues""",,,,
Made in Dagenham (2010),"""Fighting the System"""," ""Labor Unions"""," ""Questioning Gender Roles"""," ""Social Injustice""",,,,,
Double Dare (2003),"""Questioning Gender Roles"""," ""Filmmaking"""," ""Women's Friendship""",,,,,,
The Red Violin (1998),"""Brief Encounters"""," ""Obsessive Quests"""," ""Out For Revenge"""," ""Romantic Betrayal"""," ""Totalitarian States"""," ""Orphans""",,,
Around the World in 80 Days (1956),"""Race Against Time"""," ""Obsessive Quests""",,,,,,,
Blood Diamond (2006),"""Political Unrest"""," ""Priceless Artifacts and Prized Objects"""," ""Mercenaries"""," ""Obsessive Quests""",,,,,
Bugsy (1991),"""Rise and Fall Stories"""," ""Gambling"""," ""Obsessive Quests""",,,,,,
Close Encounters of the Third Kind (1977),"""Benign Aliens"""," ""Obsessive Quests"""," ""Mothers and Sons"""," ""Missing Persons""",,,,,
Them! (1954),"""Mutants"""," ""When Animals Attack""",,,,,,,
X2: X-Men United (2003),"""Mutants"""," ""Heroic Mission"""," ""Social Injustice"""," ""Assassination Plots""",,,,,
Demon Knight (1995),"""Devil Worship"""," ""Metamorphosis"""," ""Mutants""",,,,,,
X-Men: The Last Stand (2006),"""Mutants"""," ""Psychic Abilities"""," ""Fighting the System"""," ""Finding the Cure""",,,,,
Lost in Space (1998),"""Robots and Androids"""," ""Space Travel"""," ""Finding a Way Back Home"""," ""Mutants"""," ""Time Travel"""," ""Daring Rescues""",,,
X-Men: Apocalypse (2016),"""Mutants""",,,,,,,,
Nightbreed (1990),"""Heroic Mission"""," ""Righting the Wronged"""," ""Mutants""",,,,,,
The Fly (1958),"""Experiments Gone Awry"""," ""Mutants"""," ""Mad Scientists""",,,,,,
Archetypes Forces [Anime OVA] (2002),"""Biotechnology Anime"""," ""Mutants"""," ""Space Travel""",,,,,,
Hulk (2003),"""Metamorphosis"""," ""Fathers and Sons"""," ""Mad Scientists"""," ""Experiments Gone Awry"""," ""Mutants""",,,,
X-Men: First Class (2011),"""Mutants"""," ""Social Injustice""",,,,,,,
Island of Lost Souls (1932),"""Mad Scientists"""," ""Mutants"""," ""Stranded""",,,,,,
Slither (2006),"""Evil Aliens"""," ""Mutants"""," ""Small-Town Life""",,,,,,
The Host (2006),"""Families in Crisis"""," ""Mutants"""," ""Daring Rescues"""," ""Terror in the Water""",,,,,
The Time Machine (1960),"""Time Travel"""," ""Future Dystopias"""," ""Mutants""",,,,,,
Eraserhead (1977),"""Date from Hell"""," ""Mutants""",,,,,,,
The Brood (1979),"""Experiments Gone Awry"""," ""Doctors and Patients"""," ""Mutants"""," ""Out For Revenge""",,,,,
Mysterious Island (1961),"""Daring Rescues"""," ""Fantasy Lands"""," ""Mutants"""," ""Stranded"""," ""Survival in the Wilderness""",,,,
Gojira (1954),"""Mutants""",,,,,,,,
Blade Runner (1982),"""Future Dystopias"""," ""Experiments Gone Awry"""," ""Obsessive Quests"""," ""Robots and Androids"""," ""Technology Run Amok""",,,,
Girls Lost (2015),"""Curses and Spells"""," ""Gender-Bending"""," ""Questioning Gender Roles""",,,,,,
Daughters of Darkness (1971),"""Dangerous Attraction"""," ""Sexual Awakening"""," ""Vampires"""," ""Woman In Jeopardy""",,,,,
Deranged (1974),"""Haunted By the Past"""," ""Mothers and Sons"""," ""Cannibals"""," ""Crime Sprees"""," ""Serial Killers""",,,,
The Borrowers (1997),"""Mythical Creatures"""," ""Stop the Wrecking Ball"""," ""Unlikely Friendships""",,,,,,
Hamlet 2 (2008),"""Stop the Wrecking Ball"""," ""Teachers and Students""",,,,,,,
Hands of Stone (2016),"""Boxers"""," ""Coaches and Players"""," ""In Training""",,,,,,
The Grandmaster (2013),"""In Training""",,,,,,,,
The Barbarian Invasions (2003),"""Battling Illness"""," ""Fathers and Sons""",,,,,,,
Barry Lyndon (1975),"""Social Climbing"""," ""Fathers and Sons"""," ""Rags To Riches""",,,,,,
Breaking Away (1979),"""Underdogs"""," ""Class Differences"""," ""In Training"""," ""Men's Friendship"""," ""Fathers and Sons""",,,,
Kramer vs. Kramer (1979),"""Custody Battles"""," ""Fathers and Sons"""," ""Breakups and Divorces"""," ""Single Parents""",,,,,
Hud (1963),"""Innocence Lost"""," ""Fathers and Sons"""," ""Small-Town Life""",,,,,,
The Mirror (1974),"""Haunted By the Past"""," ""Fathers and Sons"""," ""Life on the Homefront"""," ""Mothers and Sons""",,,,,
Midnight Special (2016),"""Child Prodigies"""," ""Fathers and Sons"""," ""On the Run"""," ""Psychic Abilities""",,,,,
Eye in the Sky (2015),"""War in the Sky""",,,,,,,,
Hell's Angels (1930),"""Love Triangles"""," ""Sibling Relationships"""," ""War in the Sky""",,,,,,
Tora! Tora! Tora! (1970),"""War in the Sky""",,,,,,,,
Thirty Seconds Over Tokyo (1944),"""War in the Sky""",,,,,,,,
Black Sheep Squadron (1976),"""Military Life"""," ""War in the Sky""",,,,,,,
The Bridges at Toko-Ri (1954),"""Heroic Mission"""," ""War in the Sky""",,,,,,,
The Dawn Patrol (1938),"""War in the Sky""",,,,,,,,
One of Our Aircraft Is Missing (1941),"""Heroic Mission"""," ""War in the Sky""",,,,,,,
Wings (1927),"""Love Triangles"""," ""War in the Sky"""," ""Faltering Friendships"""," ""Women During Wartime""",,,,,
The Blue Max (1966),"""War in the Sky"""," ""Underdogs"""," ""Ladder to the Top"""," ""Self-Destructive Romance"""," ""Infidelity""",,,,
Dive Bomber (1941),"""Love Triangles"""," ""War in the Sky""",,,,,,,
Little Dieter Needs to Fly (1997),"""Obsessive Quests"""," ""War in the Sky""",,,,,,,
American Experience: Fly Girls (1999),"""War in the Sky""",,,,,,,,
The Wings of Eagles (1957),"""Living With Disability"""," ""Military Life"""," ""War in the Sky""",,,,,,
The Flying Tigers (1942),"""Heroic Mission"""," ""War in the Sky""",,,,,,,
War/Dance (2006),"""Refugees""",,,,,,,,
Twelve O'Clock High (1949),"""Behind Enemy Lines"""," ""Military Life"""," ""War in the Sky""",,,,,,
Air Force (1943),"""Heroic Mission"""," ""Military Life"""," ""War in the Sky""",,,,,,
Porco Rosso (1992),"""Haunted By the Past"""," ""Heroic Mission"""," ""War in the Sky""",,,,,,
Sometimes in April (2005),"""Political Unrest"""," ""Refugees"""," ""Sibling Relationships""",,,,,,
Captains of the Clouds (1942),"""War in the Sky"""," ""Heroic Mission"""," ""Military Life""",,,,,,
Command Decision (1948),"""War in the Sky""",,,,,,,,
In This World (2002),"""Immigrant Life"""," ""Refugees""",,,,,,,
When We Leave (2010),"""Refugees"""," ""Religious Zealotry"""," ""Crumbling Marriages"""," ""Domestic Abuse"""," ""Dysfunctional Families""",,,,
Kassim the Dream (2008),"""Boxers"""," ""Immigrant Life"""," ""Refugees""",,,,,,
Arch of Triumph (1948),"""Love Triangles"""," ""Refugees"""," ""Women During Wartime""",,,,,,
Unveiled (2005),"""Assumed Identities"""," ""Gender-Bending"""," ""Refugees""",,,,,,
War Child (2008),"""Refugees""",,,,,,,,
Alamo Bay (1985),"""Race Relations"""," ""Culture Clash"""," ""Immigrant Life"""," ""Social Injustice"""," ""Refugees"""," ""Small-Town Life""",,,
Shanghai Ghetto (2002),"""Refugees"""," ""Crimes Against Humanity"""," ""Life Under Occupation""",,,,,,
Journey From the Fall (2005),"""Refugees""",,,,,,,,
Beyond the Gates (2005),"""Crimes Against Humanity"""," ""Members of the Clergy"""," ""Political Unrest"""," ""Refugees"""," ""Teachers and Students""",,,,
Kedma (2002),"""Refugees""",,,,,,,,
Battlestar Galactica [TV Series] (2004),"""Obsessive Quests"""," ""Refugees"""," ""Space Travel"""," ""Post-Apocalypse"""," ""Robots and Androids"""," ""End of the World""",,,
Turtles Can Fly (2004),"""Refugees"""," ""Innocence Lost"""," ""Orphans"""," ""Life Under Occupation""",,,,,
The Betrayal (2008),"""Betrayal"""," ""Haunted By the Past"""," ""Immigrant Life"""," ""Refugees""",,,,,
Tron (1982),"""Finding a Way Back Home"""," ""Technology Run Amok"""," ""Experiments Gone Awry"""," ""Virtual Reality""",,,,,
Nirvana (1997),"""Virtual Reality""",,,,,,,,
Family Portrait in Black and White (2011),"""Nannies and Caregivers"""," ""Refugees""",,,,,,,
Open Your Eyes (1997),"""Mind Games"""," ""Amnesia"""," ""Haunted By the Past"""," ""Virtual Reality""",,,,,
Resident Evil: Retribution (2012),"""Technology Run Amok"""," ""Trapped or Confined"""," ""Virtual Reality"""," ""Zombies""",,,,,
Eternal Blood (2002),"""Vampires"""," ""Virtual Reality""",,,,,,,
Summer Wars (2009),"""Virtual Reality""",,,,,,,,
eXistenZ (1999),"""Virtual Reality"""," ""Bodyguards"""," ""Flight of the Innocent"""," ""Future Dystopias"""," ""Technology Run Amok""",,,,
Redbelt (2008),"""Actor's Life"""," ""Cons and Scams"""," ""Rise and Fall Stories"""," ""Success is the Best Revenge""",,,,,
Grandma's Boy (1922),"""Love Triangles"""," ""Success is the Best Revenge""",,,,,,,
Bring It On (2000),"""High School Life"""," ""Feuds"""," ""New Kid in Town"""," ""Success is the Best Revenge"""," ""Faltering Friendships""",,,,
The Apprenticeship of Duddy Kravitz (1974),"""Success is the Best Revenge"""," ""Work Ethics"""," ""Class Differences"""," ""Rags To Riches"""," ""Generation Gap"""," ""Innocence Lost""",,,
A Bug's Life (1998),"""Success is the Best Revenge"""," ""Underdogs""",,,,,,,
Anchors Aweigh (1945),"""Military Life"""," ""Opposites Attract"""," ""Fish Out of Water"""," ""Culture Clash"""," ""Success is the Best Revenge""",,,,
The Man Who Knew Infinity (2015),"""Culture Clash"""," ""Rags To Riches"""," ""Success is the Best Revenge"""," ""Underdogs""",,,,,
Hobson's Choice (1954),"""Fathers and Daughters"""," ""Alcoholism"""," ""Generation Gap"""," ""Success is the Best Revenge""",,,,,
Character (1997),"""Fathers and Sons"""," ""Success is the Best Revenge""",,,,,,,
The Kid Brother (1927),"""Sibling Relationships"""," ""Success is the Best Revenge""",,,,,,,
Introducing Dorothy Dandridge (1999),"""Actor's Life"""," ""Rise and Fall Stories"""," ""Alcoholism"""," ""Rags To Riches"""," ""Success is the Best Revenge"""," ""Drug Addiction""",,,
A Night at the Opera (1935),"""Ladder to the Top"""," ""Cons and Scams"""," ""Righting the Wronged"""," ""Ship Cruises"""," ""Success is the Best Revenge""",,,,
Chariots of Fire (1981),"""Obsessive Quests"""," ""Underdogs"""," ""Class Differences"""," ""Faltering Friendships"""," ""In Training"""," ""Success is the Best Revenge""",,,
The Headless Woman (2007),"""Amnesia""",,,,,,,,
Spellbound (1945),"""Assumed Identities"""," ""Doctors and Patients"""," ""Haunted By the Past"""," ""Amnesia"""," ""Amateur Sleuths""",,,,
Suture (1993),"""Amnesia"""," ""Mistaken Identities"""," ""Twins and Lookalikes""",,,,,,
The Clay Pigeon (1949),"""Haunted By the Past"""," ""Amnesia"""," ""Mind Games"""," ""Starting Over""",,,,,
Resurrected (1988),"""Amnesia"""," ""Home From the War"""," ""Military Life""",,,,,,
Jason Bourne (2016),"""Amnesia"""," ""Fighting the System"""," ""Haunted By the Past"""," ""Out For Revenge"""," ""Race Against Time""",,,,
Unknown White Male (2005),"""Amnesia"""," ""Starting Over""",,,,,,,
Just Another Love Story (2008),"""Amnesia"""," ""Assumed Identities"""," ""Cons and Scams"""," ""Dangerous Attraction"""," ""Double Life""",,,,
Une Aussi Longue Absence (1960),"""Amnesia"""," ""Haunted By the Past""",,,,,,,
The Bourne Ultimatum (2007),"""Amnesia"""," ""Fighting the System"""," ""Out For Revenge"""," ""Race Against Time"""," ""Haunted By the Past""",,,,
Amateur (1994),"""Amnesia"""," ""Haunted By the Past"""," ""Redemption"""," ""Unlikely Friendships""",,,,,
Shaun the Sheep Movie (2015),"""Amnesia"""," ""Daring Rescues"""," ""Farm Life"""," ""Finding a Way Back Home"""," ""Talented Animals"""," ""When the Parents Are Away""",,,
Memento (2000),"""Haunted By the Past"""," ""Amnesia"""," ""Obsessive Quests"""," ""Femmes Fatales"""," ""Mistaken Identities""",,,,
The Man Without a Past (2002),"""Amnesia"""," ""Starting Over""",,,,,,,
The Maze Runner (2014),"""Amnesia"""," ""Trapped or Confined""",,,,,,,
